fid,hovedtyper_fkey,langkode,kode_id,navn,kartleggingsenhet_m005_fkey,kartleggingsenhet_m020_fkey,kartleggingsenhet_m050_fkey
427,281,NIN-3.0-T-C-PE-NA-MB-OC02-01,OC02-01,OC02-01 Silt- til leirbunn i litt varm ferskvannskilde,OC02-M005-01,OC02-M020-01,OC02-M050-01
428,282,NIN-3.0-T-C-PE-NA-MB-OC01-14,OC01-14,OC01-14 Storblokket bunn i kalkrik sterk ferskvannskilde,OC01-M005-04,OC01-M020-02,OC01-M050-02
429,282,NIN-3.0-T-C-PE-NA-MB-OC01-13,OC01-13,OC01-13 Steinbunn i kalkrik sterk ferskvannskilde,OC01-M005-04,OC01-M020-02,OC01-M050-02
430,282,NIN-3.0-T-C-PE-NA-MB-OC01-12,OC01-12,OC01-12 Sand- til grov grusbunn i kalkrik sterk ferskvannskilde,OC01-M005-04,OC01-M020-02,OC01-M050-02
431,282,NIN-3.0-T-C-PE-NA-MB-OC01-11,OC01-11,OC01-11 Silt- til leirbunn i kalkrik sterk ferskvannskilde,OC01-M005-04,OC01-M020-02,OC01-M050-02
432,282,NIN-3.0-T-C-PE-NA-MB-OC01-10,OC01-10,OC01-10 Storblokket bunn i kalkrik svak ferskvannskilde,OC01-M005-03,OC01-M020-01,OC01-M050-01
433,282,NIN-3.0-T-C-PE-NA-MB-OC01-09,OC01-09,OC01-09 Stein- til blokkbunn i kalkrik svak ferskvannskilde,OC01-M005-03,OC01-M020-01,OC01-M050-01
434,282,NIN-3.0-T-C-PE-NA-MB-OC01-08,OC01-08,OC01-08 Sand- til grov grusbunn i kalkrik svak ferskvannskilde,OC01-M005-03,OC01-M020-01,OC01-M050-01
435,282,NIN-3.0-T-C-PE-NA-MB-OC01-07,OC01-07,OC01-07 Silt- til leirbunn i kalkrik svak ferskvannskilde,OC01-M005-03,OC01-M020-01,OC01-M050-01
436,282,NIN-3.0-T-C-PE-NA-MB-OC01-06,OC01-06,OC01-06 Storblokket bunn i kalkfattig sterk ferskvannskilde,OC01-M005-02,OC01-M020-02,OC01-M050-02
437,282,NIN-3.0-T-C-PE-NA-MB-OC01-05,OC01-05,OC01-05 Steinbunn i kalkfattig sterk ferskvannskilde,OC01-M005-02,OC01-M020-02,OC01-M050-02
438,282,NIN-3.0-T-C-PE-NA-MB-OC01-04,OC01-04,OC01-04 Sand- til grov grusbunn i kalkfattig sterk ferskvannskilde,OC01-M005-02,OC01-M020-02,OC01-M050-02
439,282,NIN-3.0-T-C-PE-NA-MB-OC01-03,OC01-03,OC01-03 Storblokket bunn i kalkfattig svak ferskvannskilde,OC01-M005-01,OC01-M020-01,OC01-M050-01
440,282,NIN-3.0-T-C-PE-NA-MB-OC01-02,OC01-02,OC01-02 Steinbunn i kalkfattig svak ferskvannskilde,OC01-M005-01,OC01-M020-01,OC01-M050-01
441,282,NIN-3.0-T-C-PE-NA-MB-OC01-01,OC01-01,OC01-01 Sand- til grov grusbunn i kalkfattig svak ferskvannskilde,OC01-M005-01,OC01-M020-01,OC01-M050-01
442,283,NIN-3.0-T-C-PE-NA-MB-OB01-02,OB01-02,OB01-02 Kalkrik undervannseng i elv,OB01-M005-02,OB01-M020-02,OB01-M050-02
443,283,NIN-3.0-T-C-PE-NA-MB-OB01-01,OB01-01,OB01-01 Kalkfattig undervannseng i elv,OB01-M005-01,OB01-M020-01,OB01-M050-01
444,284,NIN-3.0-T-C-PE-NA-MB-OA02-21,OA02-21,OA02-21 Pusleplante-elvebunn,OA02-M005-18,,
445,284,NIN-3.0-T-C-PE-NA-MB-OA02-20,OA02-20,OA02-20 Turbid elvesedimentbunn,OA02-M005-17,OA02-M020-13,OA02-M050-08
446,284,NIN-3.0-T-C-PE-NA-MB-OA02-19,OA02-19,OA02-19 Noe kalkfattig til kalkrik sedimentbunn i grotte,OA02-M005-16,,
447,284,NIN-3.0-T-C-PE-NA-MB-OA02-18,OA02-18,OA02-18 Utstrømspåvirket noe kalkfattig til kalkrik elvebunn,OA02-M005-15,OA02-M020-12,
448,284,NIN-3.0-T-C-PE-NA-MB-OA02-17,OA02-17,OA02-17 Utstrømspåvirket svært til ekstremt kalkfattig elvebunn,OA02-M005-14,OA02-M020-11,
449,284,NIN-3.0-T-C-PE-NA-MB-OA02-16,OA02-16,OA02-16 Kalkrik steinbunn i humøs elv,OA02-M005-13,OA02-M020-10,OA02-M050-07
450,284,NIN-3.0-T-C-PE-NA-MB-OA02-15,OA02-15,OA02-15 Noe kalkfattig steinbunn i humøs elv,OA02-M005-12,OA02-M020-09,OA02-M050-06
451,284,NIN-3.0-T-C-PE-NA-MB-OA02-14,OA02-14,OA02-14 Svært til ekstremt kalkfattig steinbunn i humøs elv,OA02-M005-11,OA02-M020-08,OA02-M050-05
452,284,NIN-3.0-T-C-PE-NA-MB-OA02-13,OA02-13,OA02-13 Grusbunn i humøs elv,OA02-M005-10,OA02-M020-07,
453,284,NIN-3.0-T-C-PE-NA-MB-OA02-12,OA02-12,OA02-12 Sandbunn i humøs elv,OA02-M005-09,OA02-M020-07,
454,284,NIN-3.0-T-C-PE-NA-MB-OA02-11,OA02-11,OA02-11 Siltbunn i humøs elv,OA02-M005-09,OA02-M020-07,
455,284,NIN-3.0-T-C-PE-NA-MB-OA02-10,OA02-10,OA02-10 Kalkrik steinbunn i klar elv,OA02-M005-08,OA02-M020-06,OA02-M050-04
456,284,NIN-3.0-T-C-PE-NA-MB-OA02-09,OA02-09,OA02-09 Noe kalkfattig steinbunn i klar elv,OA02-M005-07,OA02-M020-05,OA02-M050-03
457,284,NIN-3.0-T-C-PE-NA-MB-OA02-08,OA02-08,OA02-08 Noe kalkfattig til kalkrik grusbunn i klar elv,OA02-M005-06,OA02-M020-04,
458,284,NIN-3.0-T-C-PE-NA-MB-OA02-07,OA02-07,OA02-07 Noe kalkfattig til kalkrik sandbunn i klar elv,OA02-M005-05,OA02-M020-04,
459,284,NIN-3.0-T-C-PE-NA-MB-OA02-06,OA02-06,OA02-06 Noe kalkfattig til kalkrik siltbunn i klar elv,OA02-M005-05,OA02-M020-04,
460,284,NIN-3.0-T-C-PE-NA-MB-OA02-05,OA02-05,OA02-05 Svært kalkfattig steinbunn i klar elv,OA02-M005-04,OA02-M020-03,OA02-M050-02
461,284,NIN-3.0-T-C-PE-NA-MB-OA02-04,OA02-04,OA02-04 Ekstremt kalkfattig steinbunn i klar elv,OA02-M005-03,OA02-M020-02,OA02-M050-01
462,284,NIN-3.0-T-C-PE-NA-MB-OA02-03,OA02-03,OA02-03 Svært til ekstremt kalkfattig grusbunn i klar elv,OA02-M005-02,OA02-M020-01,
463,284,NIN-3.0-T-C-PE-NA-MB-OA02-02,OA02-02,OA02-02 Svært til ekstremt kalkfattig sandbunn i klar elv,OA02-M005-01,OA02-M020-01,
464,284,NIN-3.0-T-C-PE-NA-MB-OA02-01,OA02-01,OA02-01 Svært til ekstremt kalkfattig siltbunn i klar elv,OA02-M005-01,OA02-M020-01,
465,285,NIN-3.0-T-C-PE-NA-MB-OA01-17,OA01-17,OA01-17 Svært kalkrik fastbunn i klar og stilleflytende elv,OA01-M005-09,OA01-M020-05,OA01-M050-05
466,285,NIN-3.0-T-C-PE-NA-MB-OA01-32,OA01-32,OA01-32 Fast elvebunn i grotte,OA01-M005-16,,
467,285,NIN-3.0-T-C-PE-NA-MB-OA01-31,OA01-31,OA01-31 Turbid fast elvebunn,OA01-M005-15,OA01-M020-08,OA01-M050-08
468,285,NIN-3.0-T-C-PE-NA-MB-OA01-30,OA01-30,OA01-30 Noe kalkfattig og kalkrik og svært ujevn fastbunn i klar elv med stryk,,,
469,285,NIN-3.0-T-C-PE-NA-MB-OA01-29,OA01-29,OA01-29 Ekstremt og svært kalkfattig og svært ujevn fastbunn i klar elv med stryk,,,
470,285,NIN-3.0-T-C-PE-NA-MB-OA01-28,OA01-28,OA01-28 Noe kalkfattig og kalkrik fastbunn i humøs elv med hvitstryk,OA01-M005-14,OA01-M020-07,OA01-M050-07
471,285,NIN-3.0-T-C-PE-NA-MB-OA01-27,OA01-27,OA01-27 Noe kalkfattig og kalkrik fastbunn i humøs elv med moderat stryk,OA01-M005-14,OA01-M020-07,OA01-M050-07
472,285,NIN-3.0-T-C-PE-NA-MB-OA01-26,OA01-26,OA01-26 Noe kalkfattig og kalkrik fastbunn i humøs elv med brutt overflate,OA01-M005-13,OA01-M020-07,OA01-M050-07
473,285,NIN-3.0-T-C-PE-NA-MB-OA01-25,OA01-25,OA01-25 Noe kalkfattig og kalkrik fastbunn i humøs og stilleflytende elv,OA01-M005-13,OA01-M020-07,OA01-M050-07
474,285,NIN-3.0-T-C-PE-NA-MB-OA01-24,OA01-24,OA01-24 Ekstremt og svært kalkfattig fastbunn i humøs elv med hvitstryk,OA01-M005-12,OA01-M020-06,OA01-M050-06
475,285,NIN-3.0-T-C-PE-NA-MB-OA01-23,OA01-23,OA01-23 Ekstremt og svært kalkfattig fastbunn i humøs elv med moderat stryk,OA01-M005-12,OA01-M020-06,OA01-M050-06
476,285,NIN-3.0-T-C-PE-NA-MB-OA01-22,OA01-22,OA01-22 Ekstremt og svært kalkfattig fastbunn i humøs elv med brutt overflate,OA01-M005-11,OA01-M020-06,OA01-M050-06
477,285,NIN-3.0-T-C-PE-NA-MB-OA01-21,OA01-21,OA01-21 Ekstremt og svært kalkfattig fastbunn i humøs og stilleflytende elv,OA01-M005-11,OA01-M020-06,OA01-M050-06
478,285,NIN-3.0-T-C-PE-NA-MB-OA01-20,OA01-20,OA01-20 Svært kalkrik fastbunn i klar elv med hvitstryk,OA01-M005-10,OA01-M020-05,OA01-M050-05
479,285,NIN-3.0-T-C-PE-NA-MB-OA01-19,OA01-19,OA01-19 Svært kalkrik fastbunn i klar elv med moderat stryk,OA01-M005-10,OA01-M020-05,OA01-M050-05
480,285,NIN-3.0-T-C-PE-NA-MB-OA01-18,OA01-18,OA01-18 Svært kalkrik fastbunn i klar elv med brutt overflate,OA01-M005-09,OA01-M020-05,OA01-M050-05
481,285,NIN-3.0-T-C-PE-NA-MB-OA01-16,OA01-16,OA01-16 Moderat kalkrik fastbunn i klar elv med hvitstryk,OA01-M005-08,OA01-M020-04,OA01-M050-04
482,285,NIN-3.0-T-C-PE-NA-MB-OA01-15,OA01-15,OA01-15 Moderat kalkrik fastbunn i klar elv med moderat stryk,OA01-M005-08,OA01-M020-04,OA01-M050-04
483,285,NIN-3.0-T-C-PE-NA-MB-OA01-14,OA01-14,OA01-14 Moderat kalkrik fastbunn i elv med brutt overflate,OA01-M005-07,OA01-M020-04,OA01-M050-04
484,285,NIN-3.0-T-C-PE-NA-MB-OA01-13,OA01-13,OA01-13 Moderat kalkrik fastbunn i klar og stilleflytende elv,OA01-M005-07,OA01-M020-04,OA01-M050-04
485,285,NIN-3.0-T-C-PE-NA-MB-OA01-12,OA01-12,OA01-12 Noe kalkfattig fastbunn i klar elv med hvitstryk,OA01-M005-06,OA01-M020-03,OA01-M050-03
486,285,NIN-3.0-T-C-PE-NA-MB-OA01-11,OA01-11,OA01-11 Noe kalkfattig fastbunn i klar elv med moderat stryk,OA01-M005-06,OA01-M020-03,OA01-M050-03
487,285,NIN-3.0-T-C-PE-NA-MB-OA01-10,OA01-10,OA01-10 Noe kalkfattig fastbunn i klar elv med brutt overflate,OA01-M005-05,OA01-M020-03,OA01-M050-03
488,285,NIN-3.0-T-C-PE-NA-MB-OA01-09,OA01-09,OA01-09 Noe kalkfattig fastbunn i klar og stilleflytende elv,OA01-M005-05,OA01-M020-03,OA01-M050-03
489,285,NIN-3.0-T-C-PE-NA-MB-OA01-08,OA01-08,OA01-08 Svært kalkfattig fastbunn i klar elv med hvitstryk,OA01-M005-04,OA01-M020-02,OA01-M050-02
490,285,NIN-3.0-T-C-PE-NA-MB-OA01-07,OA01-07,OA01-07 Svært kalkfattig fastbunn i klar elv med moderat stryk,OA01-M005-04,OA01-M020-02,OA01-M050-02
491,285,NIN-3.0-T-C-PE-NA-MB-OA01-06,OA01-06,OA01-06 Svært kalkfattig fastbunn i klar elv med brutt overflate,OA01-M005-03,OA01-M020-02,OA01-M050-02
492,285,NIN-3.0-T-C-PE-NA-MB-OA01-05,OA01-05,OA01-05 Svært kalkfattig fastbunn i klar og stilleflytende elv,OA01-M005-03,OA01-M020-02,OA01-M050-02
493,285,NIN-3.0-T-C-PE-NA-MB-OA01-04,OA01-04,OA01-04 Ekstremt kalkfattig fastbunn i klar elv med hvitstryk,OA01-M005-02,OA01-M020-01,OA01-M050-01
494,285,NIN-3.0-T-C-PE-NA-MB-OA01-03,OA01-03,OA01-03 Ekstremt kalkfattig fastbunn i klar elv med moderat stryk,OA01-M005-02,OA01-M020-01,OA01-M050-01
495,285,NIN-3.0-T-C-PE-NA-MB-OA01-02,OA01-02,OA01-02 Ekstremt kalkfattig fastbunn i klar elv med brutt overflate,OA01-M005-01,OA01-M020-01,OA01-M050-01
496,285,NIN-3.0-T-C-PE-NA-MB-OA01-01,OA01-01,OA01-01 Ekstremt kalkfattig fastbunn i klar og stilleflytende elv,OA01-M005-01,OA01-M020-01,OA01-M050-01
497,286,NIN-3.0-T-C-PE-NA-VM-FM05-02,FM05-02,FM05-02 Sterkt endrede kalkrike elvevannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer,,,
498,286,NIN-3.0-T-C-PE-NA-VM-FM05-01,FM05-01,FM05-01 Sterkt endrede kalkfattige elvevannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer,,,
499,287,NIN-3.0-T-C-PE-NA-VM-FM04-01,FM04-01,FM04-01 Sterkt forsurede elvevannmassesystemer,,,
500,288,NIN-3.0-T-C-PE-NA-VM-FM03-02,FM03-02,FM03-02 Sterkt endrede kalkrike innsjø-vannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer,,,
501,288,NIN-3.0-T-C-PE-NA-VM-FM03-01,FM03-01,FM03-01 Sterkt endrede kalkfattige innsjø-vannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer,,,
502,289,NIN-3.0-T-C-PE-NA-VM-FM02-04,FM02-04,FM02-04 Kronisk forsurede innsjø-vannmassesystemer,,,
503,289,NIN-3.0-T-C-PE-NA-VM-FM02-03,FM02-03,FM02-03 Kronisk eutrofierte innsjø-vannmassesystemer,,,
504,289,NIN-3.0-T-C-PE-NA-VM-FM02-02,FM02-02,FM02-02 Kronisk saltpåvirkede innsjø-vannmassesystemer,,,
505,289,NIN-3.0-T-C-PE-NA-VM-FM02-01,FM02-01,FM02-01 Kronisk kjemisk påvirkede innsjø-vannmassesystemer,,,
506,290,NIN-3.0-T-C-PE-NA-VM-FM01-08,FM01-08,FM01-08 Kalkrike lagdelte nye innsjø-vannmassesystemer med fisk,,,
507,290,NIN-3.0-T-C-PE-NA-VM-FM01-07,FM01-07,FM01-07 Kalkrike grunne nye innsjø-vannmassesystemer med fisk,,,
508,290,NIN-3.0-T-C-PE-NA-VM-FM01-06,FM01-06,FM01-06 Kalkfattige lagdelte nye innsjø-vannmassesystemer med fisk,,,
509,290,NIN-3.0-T-C-PE-NA-VM-FM01-05,FM01-05,FM01-05 Kalkfattige grunne nye innsjø-vannmassesystemer med fisk,,,
510,290,NIN-3.0-T-C-PE-NA-VM-FM01-04,FM01-04,FM01-04 Kalkrike lagdelte nye innsjø-vannmassesystemer uten fisk,,,
511,290,NIN-3.0-T-C-PE-NA-VM-FM01-03,FM01-03,FM01-03 Kalkrike grunne nye innsjø-vannmassesystemer uten fisk,,,
512,290,NIN-3.0-T-C-PE-NA-VM-FM01-02,FM01-02,FM01-02 Kalkfattige lagdelte nye innsjø-vannmassesystemer uten fisk,,,
513,290,NIN-3.0-T-C-PE-NA-VM-FM01-01,FM01-01,FM01-01 Kalkfattige grunne nye innsjø-vannmassesystemer uten fisk,,,
514,291,NIN-3.0-T-C-PE-NA-VM-FC05-02,FC05-02,FC05-02 Limniske vannmassesystemer på havis-overflate,,,
515,291,NIN-3.0-T-C-PE-NA-VM-FC05-01,FC05-01,FC05-01 Limniske vannmassesystemer på breoverflate,,,
516,292,NIN-3.0-T-C-PE-NA-VM-FC04-06,FC04-06,FC04-06 Oksygenfrie innsjø-vannmassesystemer betinget av humusrikt vann,,,
517,292,NIN-3.0-T-C-PE-NA-VM-FC04-05,FC04-05,FC04-05 Oksygenfrie innsjø-vannmassesystemer betinget av kalkrikt vann,,,
518,292,NIN-3.0-T-C-PE-NA-VM-FC04-04,FC04-04,FC04-04 Oksygenfrie innsjø-vannmassesystemer betinget av jernholdig vann,,,
519,292,NIN-3.0-T-C-PE-NA-VM-FC04-03,FC04-03,FC04-03 Oksygenfrie innsjø-vannmassesystemer betinget av saltholdig kildevann,,,
520,292,NIN-3.0-T-C-PE-NA-VM-FC04-02,FC04-02,FC04-02 Oksygenfrie innsjø-vannmassesystemer betinget av gammelt havvann,,,
521,292,NIN-3.0-T-C-PE-NA-VM-FC04-01,FC04-01,FC04-01 Innsjø-vannmassesystemer med periodisk oksygenmangel,,,
522,293,NIN-3.0-T-C-PE-NA-VM-FC03-02,FC03-02,FC03-02 Svært sterkt og disruptivt naturlig gjødslingspregede limniske vannmassesystemer,,,
523,293,NIN-3.0-T-C-PE-NA-VM-FC03-01,FC03-01,FC03-01 Markert naturlig gjødslingspregede limniske vannmassesystemer,,,
524,294,NIN-3.0-T-C-PE-NA-VM-FC02-01,FC02-01,FC02-01 Grottesjø-vannmassesystemer,,,
525,295,NIN-3.0-T-C-PE-NA-VM-FC01-03,FC01-03,FC01-03 Svært turbide bresjø-vannmassesystemer,,,
526,295,NIN-3.0-T-C-PE-NA-VM-FC01-02,FC01-02,FC01-02 Kalkrike turbide bresjø-vannmassesystemer,,,
527,295,NIN-3.0-T-C-PE-NA-VM-FC01-01,FC01-01,FC01-01 Kalkfattige turbide bresjø-vannmassesystemer,,,
528,296,NIN-3.0-T-C-PE-NA-VM-FB03-02,FB03-02,FB03-02 Elvevannmassesystemer med fisk,,,
529,296,NIN-3.0-T-C-PE-NA-VM-FB03-01,FB03-01,FB03-01 Elvevannmassesystemer uten fisk,,,
530,297,NIN-3.0-T-C-PE-NA-VM-FB02-18,FB02-18,FB02-18 Svært kalkrike grunne innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
531,297,NIN-3.0-T-C-PE-NA-VM-FB02-17,FB02-17,FB02-17 Moderat kalkrike grunne innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
532,297,NIN-3.0-T-C-PE-NA-VM-FB02-16,FB02-16,FB02-16 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
533,297,NIN-3.0-T-C-PE-NA-VM-FB02-15,FB02-15,FB02-15 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
534,297,NIN-3.0-T-C-PE-NA-VM-FB02-14,FB02-14,FB02-14 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
535,297,NIN-3.0-T-C-PE-NA-VM-FB02-13,FB02-13,FB02-13 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
536,297,NIN-3.0-T-C-PE-NA-VM-FB02-12,FB02-12,FB02-12 Svært kalkrike grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
537,297,NIN-3.0-T-C-PE-NA-VM-FB02-11,FB02-11,FB02-11 Moderat kalkrike grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
538,297,NIN-3.0-T-C-PE-NA-VM-FB02-10,FB02-10,FB02-10 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
539,297,NIN-3.0-T-C-PE-NA-VM-FB02-09,FB02-09,FB02-09 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
540,297,NIN-3.0-T-C-PE-NA-VM-FB02-08,FB02-08,FB02-08 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
541,297,NIN-3.0-T-C-PE-NA-VM-FB02-07,FB02-07,FB02-07 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
542,297,NIN-3.0-T-C-PE-NA-VM-FB02-06,FB02-06,FB02-06 Svært kalkrike grunne innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
543,297,NIN-3.0-T-C-PE-NA-VM-FB02-05,FB02-05,FB02-05 Moderat kalkrike grunne innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
544,297,NIN-3.0-T-C-PE-NA-VM-FB02-04,FB02-04,FB02-04 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
545,297,NIN-3.0-T-C-PE-NA-VM-FB02-03,FB02-03,FB02-03 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
546,297,NIN-3.0-T-C-PE-NA-VM-FB02-02,FB02-02,FB02-02 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
547,297,NIN-3.0-T-C-PE-NA-VM-FB02-01,FB02-01,FB02-01 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
548,298,NIN-3.0-T-C-PE-NA-VM-FB01-18,FB01-18,FB01-18 Svært kalkrike lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
549,298,NIN-3.0-T-C-PE-NA-VM-FB01-17,FB01-17,FB01-17 Moderat kalkrike lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
550,298,NIN-3.0-T-C-PE-NA-VM-FB01-16,FB01-16,FB01-16 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
551,298,NIN-3.0-T-C-PE-NA-VM-FB01-15,FB01-15,FB01-15 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
552,298,NIN-3.0-T-C-PE-NA-VM-FB01-14,FB01-14,FB01-14 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
553,298,NIN-3.0-T-C-PE-NA-VM-FB01-13,FB01-13,FB01-13 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn,,,
554,298,NIN-3.0-T-C-PE-NA-VM-FB01-12,FB01-12,FB01-12 Svært kalkrike lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
555,298,NIN-3.0-T-C-PE-NA-VM-FB01-11,FB01-11,FB01-11 Moderat kalkrike lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
556,298,NIN-3.0-T-C-PE-NA-VM-FB01-10,FB01-10,FB01-10 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
557,298,NIN-3.0-T-C-PE-NA-VM-FB01-09,FB01-09,FB01-09 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
558,298,NIN-3.0-T-C-PE-NA-VM-FB01-08,FB01-08,FB01-08 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
559,298,NIN-3.0-T-C-PE-NA-VM-FB01-07,FB01-07,FB01-07 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn,,,
560,298,NIN-3.0-T-C-PE-NA-VM-FB01-06,FB01-06,FB01-06 Svært kalkrike lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
561,298,NIN-3.0-T-C-PE-NA-VM-FB01-05,FB01-05,FB01-05 Moderat kalkrike lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
562,298,NIN-3.0-T-C-PE-NA-VM-FB01-04,FB01-04,FB01-04 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
563,298,NIN-3.0-T-C-PE-NA-VM-FB01-03,FB01-03,FB01-03 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
564,298,NIN-3.0-T-C-PE-NA-VM-FB01-02,FB01-02,FB01-02 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
565,298,NIN-3.0-T-C-PE-NA-VM-FB01-01,FB01-01,FB01-01 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn,,,
566,299,NIN-3.0-T-C-PE-NA-VM-FA02-17,FA02-17,FA02-17 Små og grunne humøse innsjø-vannmassesystemer uten fisk,,,
567,299,NIN-3.0-T-C-PE-NA-VM-FA02-16,FA02-16,FA02-16 Svært kalkrike og humøse små grunne innsjø-vannmassesystemer uten fisk,,,
568,299,NIN-3.0-T-C-PE-NA-VM-FA02-15,FA02-15,FA02-15 Svært kalkrike og humøse store grunne innsjø-vannmassesystemer uten fisk,,,
569,299,NIN-3.0-T-C-PE-NA-VM-FA02-14,FA02-14,FA02-14 Svært kalkrike og klare små grunne innsjø-vannmassesystemer uten fisk,,,
570,299,NIN-3.0-T-C-PE-NA-VM-FA02-13,FA02-13,FA02-13 Svært kalkrike og klare store grunne innsjø-vannmassesystemer uten fisk,,,
571,299,NIN-3.0-T-C-PE-NA-VM-FA02-12,FA02-12,FA02-12 Moderat kalkrike og humøse små grunne innsjø-vannmassesystemer uten fisk,,,
572,299,NIN-3.0-T-C-PE-NA-VM-FA02-11,FA02-11,FA02-11 Moderat kalkrike og humøse store grunne innsjø-vannmassesystemer uten fisk,,,
573,299,NIN-3.0-T-C-PE-NA-VM-FA02-10,FA02-10,FA02-10 Moderat kalkrike og klare små grunne innsjø-vannmassesystemer uten fisk,,,
574,299,NIN-3.0-T-C-PE-NA-VM-FA02-09,FA02-09,FA02-09 Moderat kalkrike og klare store grunne innsjø-vannmassesystemer uten fisk,,,
575,299,NIN-3.0-T-C-PE-NA-VM-FA02-08,FA02-08,FA02-08 Noe kalkfattige og humøse små grunne innsjø-vannmassesystemer uten fisk,,,
576,299,NIN-3.0-T-C-PE-NA-VM-FA02-07,FA02-07,FA02-07 Noe kalkfattige og humøse store grunne innsjø-vannmassesystemer uten fisk,,,
577,299,NIN-3.0-T-C-PE-NA-VM-FA02-06,FA02-06,FA02-06 Noe kalkfattige og klare små grunne innsjø-vannmassesystemer uten fisk,,,
578,299,NIN-3.0-T-C-PE-NA-VM-FA02-05,FA02-05,FA02-05 Noe kalkfattige og klare store grunne innsjø-vannmassesystemer uten fisk,,,
579,299,NIN-3.0-T-C-PE-NA-VM-FA02-04,FA02-04,FA02-04 Svært kalkfattige og humøse små grunne innsjø-vannmassesystemer uten fisk,,,
580,299,NIN-3.0-T-C-PE-NA-VM-FA02-03,FA02-03,FA02-03 Svært kalkfattige og humøse store grunne innsjø-vannmassesystemer uten fisk,,,
581,299,NIN-3.0-T-C-PE-NA-VM-FA02-02,FA02-02,FA02-02 Svært kalkfattige og klare små grunne innsjø-vannmassesystemer uten fisk,,,
582,299,NIN-3.0-T-C-PE-NA-VM-FA02-01,FA02-01,FA02-01 Svært kalkfattige og klare store grunne innsjø-vannmassesystemer uten fisk,,,
583,300,NIN-3.0-T-C-PE-NA-VM-FA01-06,FA01-06,FA01-06 Svært kalkrike lagdelte innsjø-vannmassesystemer uten fisk,,,
584,300,NIN-3.0-T-C-PE-NA-VM-FA01-05,FA01-05,FA01-05 Moderat kalkrike lagdelte innsjø-vannmassesystemer uten fisk,,,
585,300,NIN-3.0-T-C-PE-NA-VM-FA01-04,FA01-04,FA01-04 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer uten fisk,,,
586,300,NIN-3.0-T-C-PE-NA-VM-FA01-03,FA01-03,FA01-03 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer uten fisk,,,
