fid,hovedtyper_fkey,langkode,kode_id,navn,kartleggingsenhet_m005_fkey,kartleggingsenhet_m020_fkey,kartleggingsenhet_m050_fkey
587,300,NIN-3.0-T-C-PE-NA-VM-FA01-02,FA01-02,FA01-02 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer uten fisk,,,
588,300,NIN-3.0-T-C-PE-NA-VM-FA01-01,FA01-01,FA01-01 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer uten fisk,,,
589,301,NIN-3.0-T-C-PE-NA-MB-VO01-01,VO01-01,VO01-01 Sterkt tråkkpreget våtmark,VO01-M005-01,VO01-M020-01,VO01-M050-01
590,302,NIN-3.0-T-C-PE-NA-MB-VM06-01,VM06-01,VM06-01 Ny grunn våtmark på menneskebetinget forsumpet fastmark,VM06-M005-01,VM06-M020-01,VM06-M050-01
591,303,NIN-3.0-T-C-PE-NA-MB-VM05-01,VM05-01,VM05-01 Ny grunn våtmark på tidligere ferskvannsbunn,VM05-M005-01,VM05-M020-01,VM05-M050-01
592,304,NIN-3.0-T-C-PE-NA-MB-VM04-03,VM04-03,VM04-03 Sterkt endret grunn våtmark,,,
593,304,NIN-3.0-T-C-PE-NA-MB-VM04-02,VM04-02,"VM04-02 Sterkt endret, ikke torvproduserende torvtak",,,
594,304,NIN-3.0-T-C-PE-NA-MB-VM04-01,VM04-01,"VM04-01 Sterkt endret, ikke torvproduserende grøftet myr",VM04-M005-01,VM04-M020-01,VM04-M050-01
595,305,NIN-3.0-T-C-PE-NA-MB-VM03-01,VM03-01,VM03-01 Ny torvmark på menneskebetinget forsumpet fastmark,VM03-M005-01,VM03-M020-01,VM03-M050-01
596,306,NIN-3.0-T-C-PE-NA-MB-VM02-01,VM02-01,VM02-01 Ny torvmark på tidligere ferskvannsbunn,VM02-M005-01,VM02-M020-01,VM02-M050-01
597,307,NIN-3.0-T-C-PE-NA-MB-VM01-06,VM01-06,VM01-06 Nedbørsmyr-torvtak,VM01-M005-06,VM01-M020-05,VM01-M050-01
598,307,NIN-3.0-T-C-PE-NA-MB-VM01-05,VM01-05,VM01-05 Jordvannsmyr-torvtak,VM01-M005-05,VM01-M020-04,VM01-M050-01
599,307,NIN-3.0-T-C-PE-NA-MB-VM01-04,VM01-04,VM01-04 Grøftet nedbørsmyr,VM01-M005-04,VM01-M020-03,VM01-M050-01
600,307,NIN-3.0-T-C-PE-NA-MB-VM01-03,VM01-03,VM01-03 Temmelig til ekstremt kalkrik grøftet jordvannsmyr,VM01-M005-03,VM01-M020-02,VM01-M050-01
601,307,NIN-3.0-T-C-PE-NA-MB-VM01-02,VM01-02,VM01-02 Sterkt intermediær til litt kalkrik grøftet jordvannsmyr,VM01-M005-02,VM01-M020-01,VM01-M050-01
602,307,NIN-3.0-T-C-PE-NA-MB-VM01-01,VM01-01,VM01-01 Kalkfattig til svakt intermediær grøftet jordvannsmyr,VM01-M005-01,VM01-M020-01,VM01-M050-01
603,308,NIN-3.0-T-C-PE-NA-MB-VK02-04,VK02-04,VK02-04 Semi-naturlig våteng med klar kildevannspåvirkning,,,VK02-M050-01
604,308,NIN-3.0-T-C-PE-NA-MB-VK02-03,VK02-03,VK02-03 Temmelig til ekstremt kalkrik semi-naturlig våteng,VK02-M005-03,VK02-M020-02,VK02-M050-01
605,308,NIN-3.0-T-C-PE-NA-MB-VK02-02,VK02-02,VK02-02 Sterkt intermediær til litt kalkrik semi-naturlig våteng,VK02-M005-02,VK02-M020-01,VK02-M050-01
606,308,NIN-3.0-T-C-PE-NA-MB-VK02-01,VK02-01,VK02-01 Kalkfattig til svakt intermediær semi-naturlig våteng,VK02-M005-01,VK02-M020-01,VK02-M050-01
607,309,NIN-3.0-T-C-PE-NA-MB-VK01-03,VK01-03,VK01-03 Temmelig til ekstremt kalkrik slåttemyr,VK01-M005-03,VK01-M020-02,VK01-M050-01
608,309,NIN-3.0-T-C-PE-NA-MB-VK01-02,VK01-02,VK01-02 Sterkt intermediær til litt kalkrik slåttemyr,VK01-M005-02,VK01-M020-01,VK01-M050-01
609,309,NIN-3.0-T-C-PE-NA-MB-VK01-01,VK01-01,VK01-01 Kalkfattig til svakt intermediær slåttemyr,VK01-M005-01,VK01-M020-01,VK01-M050-01
610,310,NIN-3.0-T-C-PE-NA-MB-VI01-04,VI01-04,VI01-04 Våtmarks-kalkskogsmark med treslagsskifte eller tilplanting,VI01-M005-04,VI01-M020-04,VI01-M050-01
611,310,NIN-3.0-T-C-PE-NA-MB-VI01-03,VI01-03,VI01-03 Grøftet våtmarks-kalkskogsmark,VI01-M005-03,VI01-M020-03,VI01-M050-01
612,310,NIN-3.0-T-C-PE-NA-MB-VI01-02,VI01-02,VI01-02 Ikke-kalkrik våtmarksskogsmark med treslagsskifte eller tilplanting,VI01-M005-02,VI01-M020-02,VI01-M050-01
613,310,NIN-3.0-T-C-PE-NA-MB-VI01-01,VI01-01,VI01-01 Ikke-kalkrik grøftet våtmarksskogsmark,VI01-M005-01,VI01-M020-01,VI01-M050-01
614,311,NIN-3.0-T-C-PE-NA-MB-VG02-03,VG02-03,VG02-03 Ny naturgitt grunn våtmark med innsjø- eller elvevannstilførsel,VG02-M005-02,VG02-M020-02,VG02-M050-01
615,311,NIN-3.0-T-C-PE-NA-MB-VG02-02,VG02-02,VG02-02 Økologisk differensiert ny naturgitt grunn våtmark med kildepreg,VG02-M005-01,VG02-M020-01,VG02-M050-01
616,311,NIN-3.0-T-C-PE-NA-MB-VG02-01,VG02-01,VG02-01 Udifferensiert ny naturgitt grunn våtmark med jordvannstilførsel,VG02-M005-01,VG02-M020-01,VG02-M050-01
617,312,NIN-3.0-T-C-PE-NA-MB-VG01-03,VG01-03,VG01-03 Ny naturgitt torvmark med innsjø- eller elvevannstilførsel,VG01-M005-02,VG01-M020-02,VG01-M050-01
618,312,NIN-3.0-T-C-PE-NA-MB-VG01-02,VG01-02,VG01-02 Økologisk differensiert ny naturgitt torvmark med kildepreg,VG01-M005-01,VG01-M020-01,VG01-M050-01
619,312,NIN-3.0-T-C-PE-NA-MB-VG01-01,VG01-01,VG01-01 Udifferensiert ny naturgitt torvmark med jordvannstilførsel,VG01-M005-01,VG01-M020-01,VG01-M050-01
620,313,NIN-3.0-T-C-PE-NA-MB-VF02-03,VF02-03,VF02-03 Kalkrik saltpåvirket hav-strandsumpskogsmark,VF02-M005-03,VF02-M020-03,VF02-M050-01
621,313,NIN-3.0-T-C-PE-NA-MB-VF02-02,VF02-02,VF02-02 Kalkrik innsjø-strandsumpskogsmark,VF02-M005-02,VF02-M020-02,VF02-M050-01
622,313,NIN-3.0-T-C-PE-NA-MB-VF02-01,VF02-01,VF02-01 Intermediær til litt kalkrik innsjø-strandsumpskogsmark,VF02-M005-01,VF02-M020-01,VF02-M050-01
623,314,NIN-3.0-T-C-PE-NA-MB-VF01-01,VF01-01,VF01-01 Nedbørsmyr-skogsmark,VF01-M005-01,VF01-M020-01,VF01-M050-01
624,315,NIN-3.0-T-C-PE-NA-MB-VE01-02,VE01-02,VE01-02 Temmelig til ekstremt kalkrik oppfrysingsvåtmark,VE01-M005-02,VE01-M020-02,VE01-M050-01
625,315,NIN-3.0-T-C-PE-NA-MB-VE01-01,VE01-01,VE01-01 Kalkfattig til litt kalkrik oppfrysingsvåtmark,VE01-M005-01,VE01-M020-01,VE01-M050-01
626,316,NIN-3.0-T-C-PE-NA-MB-VC05-05,VC05-05,"VC05-05 Fast og tuet, knapt kildepåvirket permafrost-våtmark",VC05-M005-02,VC05-M020-01,VC05-M050-01
627,316,NIN-3.0-T-C-PE-NA-MB-VC05-04,VC05-04,VC05-04 Klart kildepåvirket permafrost-våtmark på øvre mykmatte-nedre fastmattenivå,VC05-M005-01,VC05-M020-01,VC05-M050-01
628,316,NIN-3.0-T-C-PE-NA-MB-VC05-03,VC05-03,VC05-03 Knapt kildepåvirket permafrost-våtmark på øvre mykmatte-nedre fastmattenivå,VC05-M005-01,VC05-M020-01,VC05-M050-01
629,316,NIN-3.0-T-C-PE-NA-MB-VC05-02,VC05-02,VC05-02 Klart kildepåvirket permafrost-våtmark på nedre mykmattenivå,VC05-M005-01,VC05-M020-01,VC05-M050-01
630,316,NIN-3.0-T-C-PE-NA-MB-VC05-01,VC05-01,VC05-01 Knapt kildepåvirket permafrost-våtmark på nedre mykmattenivå,VC05-M005-01,VC05-M020-01,VC05-M050-01
631,317,NIN-3.0-T-C-PE-NA-MB-VC04-14,VC04-14,VC04-14 Sterkt kalkrikt ekstrem-kildesnøleie,VC04-M005-10,VC04-M020-04,VC04-M050-01
632,317,NIN-3.0-T-C-PE-NA-MB-VC04-13,VC04-13,VC04-13 Kalkfattig til litt kalkrikt ekstrem-kildesnøleie,VC04-M005-09,VC04-M020-03,VC04-M050-01
633,317,NIN-3.0-T-C-PE-NA-MB-VC04-12,VC04-12,"VC04-12 Sterkt kalkrikt ekstremt, kildepåvirket snøleie",VC04-M005-08,VC04-M020-04,VC04-M050-01
634,317,NIN-3.0-T-C-PE-NA-MB-VC04-11,VC04-11,"VC04-11 Kalkfattig til litt kalkrikt ekstremt, kildepåvirket snøleie",VC04-M005-07,VC04-M020-03,VC04-M050-01
635,317,NIN-3.0-T-C-PE-NA-MB-VC04-10,VC04-10,VC04-10 Temmelig til ekstremt kalkrikt seint kildesnøleie,VC04-M005-06,VC04-M020-04,VC04-M050-01
636,317,NIN-3.0-T-C-PE-NA-MB-VC04-09,VC04-09,VC04-09 Kalkfattig til litt kalkrikt seint kildesnøleie,VC04-M005-05,VC04-M020-03,VC04-M050-01
637,317,NIN-3.0-T-C-PE-NA-MB-VC04-08,VC04-08,"VC04-08 Sterkt kalkrikt seint, kildepåvirket snøleie",VC04-M005-04,VC04-M020-04,VC04-M050-01
638,317,NIN-3.0-T-C-PE-NA-MB-VC04-07,VC04-07,"VC04-07 Kalkfattig til litt kalkrikt seint, kildepåvirket snøleie",VC04-M005-03,VC04-M020-03,VC04-M050-01
639,317,NIN-3.0-T-C-PE-NA-MB-VC04-06,VC04-06,VC04-06 Sterkt kalkrikt seint våtsnøleie,VC04-M005-04,VC04-M020-04,VC04-M050-01
640,317,NIN-3.0-T-C-PE-NA-MB-VC04-05,VC04-05,VC04-05 Kalkfattig til litt kalkrikt seint våtsnøleie,VC04-M005-03,VC04-M020-03,VC04-M050-01
641,317,NIN-3.0-T-C-PE-NA-MB-VC04-04,VC04-04,"VC04-04 Sterkt kalkrikt moderat, kildepåvirket snøleie",VC04-M005-02,VC04-M020-02,VC04-M050-01
642,317,NIN-3.0-T-C-PE-NA-MB-VC04-03,VC04-03,"VC04-03 Kalkfattig til litt kalkrikt moderat, kildepåvirket snøleie",VC04-M005-01,VC04-M020-01,VC04-M050-01
643,317,NIN-3.0-T-C-PE-NA-MB-VC04-02,VC04-02,VC04-02 Sterkt kalkrikt moderat våtsnøleie,VC04-M005-02,VC04-M020-02,VC04-M050-01
644,317,NIN-3.0-T-C-PE-NA-MB-VC04-01,VC04-01,VC04-01 Kalkfattig til litt kalkrikt moderat våtsnøleie,VC04-M005-01,VC04-M020-01,VC04-M050-01
645,318,NIN-3.0-T-C-PE-NA-MB-VC03-05,VC03-05,VC03-05 Temmelig til ekstremt kalkrik stabil grunnkilde,VC03-M005-03,VC03-M020-02,VC03-M050-01
646,318,NIN-3.0-T-C-PE-NA-MB-VC03-04,VC03-04,VC03-04 Sterkt intermediær til litt kalkrik stabil grunnkilde,VC03-M005-02,VC03-M020-01,VC03-M050-01
647,318,NIN-3.0-T-C-PE-NA-MB-VC03-03,VC03-03,VC03-03 Temmelig til ekstremt kalkrik svak eller ustabil grunnkilde,VC03-M005-03,VC03-M020-02,VC03-M050-01
648,318,NIN-3.0-T-C-PE-NA-MB-VC03-02,VC03-02,VC03-02 Sterkt intermediær til litt kalkrik svak eller ustabil grunnkilde,VC03-M005-02,VC03-M020-01,VC03-M050-01
649,318,NIN-3.0-T-C-PE-NA-MB-VC03-01,VC03-01,VC03-01 Litt kalkfattig til svakt intermediær svak eller ustabil grunnkilde,VC03-M005-01,VC03-M020-01,VC03-M050-01
650,319,NIN-3.0-T-C-PE-NA-MB-VC02-05,VC02-05,VC02-05 Temmelig til ekstremt kalkrik stabil torvmarkskilde,VC02-M005-03,VC02-M020-02,VC02-M050-01
651,319,NIN-3.0-T-C-PE-NA-MB-VC02-04,VC02-04,VC02-04 Sterkt intermediær til litt kalkrik stabil torvmarkskilde,VC02-M005-02,VC02-M020-01,VC02-M050-01
652,319,NIN-3.0-T-C-PE-NA-MB-VC02-03,VC02-03,VC02-03 Temmelig til ekstremt kalkrik svak eller ustabil torvmarkskilde,VC02-M005-03,VC02-M020-02,VC02-M050-01
653,319,NIN-3.0-T-C-PE-NA-MB-VC02-02,VC02-02,VC02-02 Sterkt intermediær til litt kalkrik svak eller ustabil torvmarkskilde,VC02-M005-02,VC02-M020-01,VC02-M050-01
654,319,NIN-3.0-T-C-PE-NA-MB-VC02-01,VC02-01,VC02-01 Litt kalkfattig til svakt intermediær svak eller ustabil torvmarkskilde,VC02-M005-01,VC02-M020-01,VC02-M050-01
655,320,NIN-3.0-T-C-PE-NA-MB-VC01-07,VC01-07,VC01-07 Rabbepreget nedbørsmyr-myrtue på permafrost,VC01-M005-02,VC01-M020-01,VC01-M050-01
656,320,NIN-3.0-T-C-PE-NA-MB-VC01-06,VC01-06,VC01-06 Rabbepreget nedbørsmyr-myrtue,,VC01-M020-01,VC01-M050-01
657,320,NIN-3.0-T-C-PE-NA-MB-VC01-05,VC01-05,VC01-05 Øvre nedbørsmyr-tuenivå,VC01-M005-02,VC01-M020-01,VC01-M050-01
658,320,NIN-3.0-T-C-PE-NA-MB-VC01-04,VC01-04,VC01-04 Nedre nedbørsmyr-tuenivå,VC01-M005-02,VC01-M020-01,VC01-M050-01
659,320,NIN-3.0-T-C-PE-NA-MB-VC01-03,VC01-03,VC01-03 Øvre nedbørsmyr-fastmatte,VC01-M005-01,VC01-M020-01,VC01-M050-01
660,320,NIN-3.0-T-C-PE-NA-MB-VC01-02,VC01-02,VC01-02 Nedre nedbørsmyr-fastmatte,VC01-M005-01,VC01-M020-01,VC01-M050-01
661,320,NIN-3.0-T-C-PE-NA-MB-VC01-01,VC01-01,VC01-01 Nedbørsmyr-mykmatte,VC01-M005-01,VC01-M020-01,VC01-M050-01
662,321,NIN-3.0-T-C-PE-NA-MB-VB01-10,VB01-10,VB01-10 Sterkt intermediær til litt kalkrik kildesumpskogsmark,VB01-M005-03,VB01-M020-02,VB01-M050-01
663,321,NIN-3.0-T-C-PE-NA-MB-VB01-09,VB01-09,VB01-09 Litt kalkfattig til svakt intermediær kildesumpskogsmark,VB01-M005-02,VB01-M020-01,VB01-M050-01
664,321,NIN-3.0-T-C-PE-NA-MB-VB01-08,VB01-08,VB01-08 Temmelig til ekstremt kalkrik myr- og sumpskogstue,VB01-M005-04,VB01-M020-03,VB01-M050-02
665,321,NIN-3.0-T-C-PE-NA-MB-VB01-07,VB01-07,VB01-07 Temmelig til ekstremt kalkrik myr- og sumpskogsmatte,VB01-M005-04,VB01-M020-03,VB01-M050-02
666,321,NIN-3.0-T-C-PE-NA-MB-VB01-06,VB01-06,VB01-06 Sterkt intermediær til litt kalkrik myr- og sumpskogstue,VB01-M005-03,VB01-M020-02,VB01-M050-01
667,321,NIN-3.0-T-C-PE-NA-MB-VB01-05,VB01-05,VB01-05 Sterkt intermediær til litt kalkrik myr- og sumpskogsmatte,VB01-M005-03,VB01-M020-02,VB01-M050-01
668,321,NIN-3.0-T-C-PE-NA-MB-VB01-04,VB01-04,VB01-04 Litt kalkfattig til svakt intermediær myr- og sumpskogstue,VB01-M005-02,VB01-M020-01,VB01-M050-01
669,321,NIN-3.0-T-C-PE-NA-MB-VB01-03,VB01-03,VB01-03 Litt kalkfattig til svakt intermediær myr- og sumpskogsmatte,VB01-M005-02,VB01-M020-01,VB01-M050-01
670,321,NIN-3.0-T-C-PE-NA-MB-VB01-02,VB01-02,VB01-02 Svært til temmelig kalkfattig myr- og sumpskogstue,VB01-M005-01,VB01-M020-01,VB01-M050-01
671,321,NIN-3.0-T-C-PE-NA-MB-VB01-01,VB01-01,VB01-01 Svært til temmelig kalkfattig myr- og sumpskogsmatte,VB01-M005-01,VB01-M020-01,VB01-M050-01
672,322,NIN-3.0-T-C-PE-NA-MB-VA01-32,VA01-32,VA01-32 Kalkrikt mattenivå i myrkant med saltpåvirkning,VA01-M005-19,VA01-M020-04,
673,322,NIN-3.0-T-C-PE-NA-MB-VA01-31,VA01-31,VA01-31 Temmelig kalkrik kildemyr,VA01-M005-16,VA01-M020-03,VA01-M050-02
674,322,NIN-3.0-T-C-PE-NA-MB-VA01-30,VA01-30,VA01-30 Intermediær til litt kalkrik kildemyr,VA01-M005-14,VA01-M020-02,VA01-M050-01
675,322,NIN-3.0-T-C-PE-NA-MB-VA01-29,VA01-29,VA01-29 Temmelig til ekstremt kalkrikt nedre tuenivå i myrkant,VA01-M005-18,VA01-M020-03,VA01-M050-02
676,322,NIN-3.0-T-C-PE-NA-MB-VA01-28,VA01-28,VA01-28 Ekstremt kalkrikt mattenivå i myrkant,VA01-M005-17,VA01-M020-03,VA01-M050-02
677,322,NIN-3.0-T-C-PE-NA-MB-VA01-27,VA01-27,VA01-27 Temmelig kalkrikt mattenivå i myrkant,VA01-M005-16,VA01-M020-03,VA01-M050-02
678,322,NIN-3.0-T-C-PE-NA-MB-VA01-26,VA01-26,VA01-26 Sterkt intermediær til litt kalkrikt tuenivå i myrkant,VA01-M005-15,VA01-M020-02,VA01-M050-01
679,322,NIN-3.0-T-C-PE-NA-MB-VA01-25,VA01-25,VA01-25 Sterkt intermediær til litt kalkrikt mattenivå i myrkant,VA01-M005-14,VA01-M020-02,VA01-M050-01
680,322,NIN-3.0-T-C-PE-NA-MB-VA01-24,VA01-24,VA01-24 Litt kalkfattig til svakt intermediært tuenivå i myrkant,VA01-M005-13,VA01-M020-01,VA01-M050-01
681,322,NIN-3.0-T-C-PE-NA-MB-VA01-23,VA01-23,VA01-23 Litt kalkfattig til svakt intermediært mattenivå i myrkant,VA01-M005-12,VA01-M020-01,VA01-M050-01
682,322,NIN-3.0-T-C-PE-NA-MB-VA01-22,VA01-22,VA01-22 Temmelig til svært kalkfattig tuenivå i myrkant,VA01-M005-11,VA01-M020-01,VA01-M050-01
683,322,NIN-3.0-T-C-PE-NA-MB-VA01-21,VA01-21,VA01-21 Temmelig til svært kalkfattig mattenivå i myrkant,VA01-M005-10,VA01-M020-01,VA01-M050-01
684,322,NIN-3.0-T-C-PE-NA-MB-VA01-20,VA01-20,VA01-20 Temmelig til ekstremt kalkrikt nedre tuenivå i myrkant,VA01-M005-08,VA01-M020-03,VA01-M050-02
685,322,NIN-3.0-T-C-PE-NA-MB-VA01-19,VA01-19,VA01-19 Ekstremt kalkrik øvre fastmatte,VA01-M005-09,VA01-M020-03,VA01-M050-02
686,322,NIN-3.0-T-C-PE-NA-MB-VA01-18,VA01-18,VA01-18 Ekstremt kalkrik nedre fastmatte,VA01-M005-09,VA01-M020-03,VA01-M050-02
687,322,NIN-3.0-T-C-PE-NA-MB-VA01-17,VA01-17,VA01-17 Ekstremt kalkrik mykmatte,VA01-M005-09,VA01-M020-03,VA01-M050-02
688,322,NIN-3.0-T-C-PE-NA-MB-VA01-16,VA01-16,VA01-16 Temmelig kalkrik øvre fastmatte,VA01-M005-07,VA01-M020-03,VA01-M050-02
689,322,NIN-3.0-T-C-PE-NA-MB-VA01-15,VA01-15,VA01-15 Temmelig kalkrik nedre fastmatte,VA01-M005-07,VA01-M020-03,VA01-M050-02
690,322,NIN-3.0-T-C-PE-NA-MB-VA01-14,VA01-14,VA01-14 Temmelig kalkrik mykmatte,VA01-M005-07,VA01-M020-03,VA01-M050-02
691,322,NIN-3.0-T-C-PE-NA-MB-VA01-13,VA01-13,VA01-13 Sterkt intermediær til litt kalkrikt nedre tuenivå,VA01-M005-06,VA01-M020-02,VA01-M050-01
692,322,NIN-3.0-T-C-PE-NA-MB-VA01-12,VA01-12,VA01-12 Sterkt intermediær til litt kalkrik øvre fastmatte,VA01-M005-05,VA01-M020-02,VA01-M050-01
693,322,NIN-3.0-T-C-PE-NA-MB-VA01-11,VA01-11,VA01-11 Sterkt intermediær til litt kalkrik nedre fastmatte,VA01-M005-05,VA01-M020-02,VA01-M050-01
694,322,NIN-3.0-T-C-PE-NA-MB-VA01-10,VA01-10,VA01-10 Sterkt intermediær til litt kalkrik mykmatte,VA01-M005-05,VA01-M020-02,VA01-M050-01
695,322,NIN-3.0-T-C-PE-NA-MB-VA01-09,VA01-09,VA01-09 Litt kalkfattig til svakt intermediært nedre tuenivå,VA01-M005-04,VA01-M020-01,VA01-M050-01
696,322,NIN-3.0-T-C-PE-NA-MB-VA01-08,VA01-08,VA01-08 Litt kalkfattig til svakt intermediær øvre fastmatte,VA01-M005-03,VA01-M020-01,VA01-M050-01
697,322,NIN-3.0-T-C-PE-NA-MB-VA01-07,VA01-07,VA01-07 Litt kalkfattig til svakt intermediær nedre fastmatte,VA01-M005-03,VA01-M020-01,VA01-M050-01
698,322,NIN-3.0-T-C-PE-NA-MB-VA01-06,VA01-06,VA01-06 Litt kalkfattig til svakt intermediær mykmatte,VA01-M005-03,VA01-M020-01,VA01-M050-01
699,322,NIN-3.0-T-C-PE-NA-MB-VA01-05,VA01-05,VA01-05 Temmelig til svært kalkfattig øvre tuenivå,VA01-M005-02,VA01-M020-01,VA01-M050-01
700,322,NIN-3.0-T-C-PE-NA-MB-VA01-04,VA01-04,VA01-04 Temmelig til svært kalkfattig nedre tuenivå,VA01-M005-02,VA01-M020-01,VA01-M050-01
701,322,NIN-3.0-T-C-PE-NA-MB-VA01-03,VA01-03,VA01-03 Temmelig til svært kalkfattig øvre fastmatte,VA01-M005-01,VA01-M020-01,VA01-M050-01
702,322,NIN-3.0-T-C-PE-NA-MB-VA01-02,VA01-02,VA01-02 Temmelig til svært kalkfattig nedre fastmatte,VA01-M005-01,VA01-M020-01,VA01-M050-01
703,322,NIN-3.0-T-C-PE-NA-MB-VA01-01,VA01-01,VA01-01 Temmelig til svært kalkfattig mykmatte,VA01-M005-01,VA01-M020-01,VA01-M050-01
704,323,NIN-3.0-T-C-PE-NA-MB-TO04-03,TO04-03,TO04-03 Svært intensivt høstet jordbruksmark med utjevnet overflate,TO04-M005-03,TO04-M020-01,TO04-M050-01
705,323,NIN-3.0-T-C-PE-NA-MB-TO04-02,TO04-02,TO04-02 Intensivt høstet jordbruksmark med utjevnet overflate,TO04-M005-02,TO04-M020-01,TO04-M050-01
706,323,NIN-3.0-T-C-PE-NA-MB-TO04-01,TO04-01,TO04-01 Intensivt høstet jordbruksmark uten markbearbeiding,TO04-M005-01,TO04-M020-01,TO04-M050-01
707,324,NIN-3.0-T-C-PE-NA-MB-TO03-04,TO03-04,TO03-04 Svært intensivt høstet og sterkt gjødslet oppdyrket varig eng,TO03-M005-04,TO03-M020-01,TO03-M050-01
708,324,NIN-3.0-T-C-PE-NA-MB-TO03-03,TO03-03,TO03-03 Svært intensivt høstet og ugjødslet til temmelig sterkt gjødslet oppdyrket varig eng,TO03-M005-03,TO03-M020-01,TO03-M050-01
709,324,NIN-3.0-T-C-PE-NA-MB-TO03-02,TO03-02,TO03-02 Intensivt høstet og sterkt gjødslet oppdyrket varig eng,TO03-M005-02,TO03-M020-01,TO03-M050-01
710,324,NIN-3.0-T-C-PE-NA-MB-TO03-01,TO03-01,TO03-01 Intensivt høstet og ugjødslet til temmelig sterkt gjødslet oppdyrket varig eng,TO03-M005-01,TO03-M020-01,TO03-M050-01
711,325,NIN-3.0-T-C-PE-NA-MB-TO02-01,TO02-01,TO02-01 Oppdyrket mark med semi-naturlig engpreg,TO02-M005-01,TO02-M020-01,TO02-M050-01
712,326,NIN-3.0-T-C-PE-NA-MB-TO01-01,TO01-01,TO01-01 Åker,TO01-M005-01,TO01-M020-01,TO01-M050-01
713,327,NIN-3.0-T-C-PE-NA-MB-TN03-01,TN03-01,"TN03-01 Vegkanter, plener, parker og liknende uten semi-naturlig hevdpreg",TN03-M005-01,TN03-M020-01,TN03-M050-01
714,328,NIN-3.0-T-C-PE-NA-MB-TN02-01,TN02-01,"TN02-01 Blomsterenger, usprøytete vegkanter og liknende med semi-naturlig hevdpreg",TN02-M005-01,TN02-M020-01,TN02-M050-01
715,329,NIN-3.0-T-C-PE-NA-MB-TN01-01,TN01-01,TN01-01 Blomsterbed og annen hyppig bearbeidet mark,TN01-M005-01,TN01-M020-01,TN01-M050-01
716,330,NIN-3.0-T-C-PE-NA-MB-TM06-03,TM06-03,TM06-03 Mellomsuksesjonsstadium i skogsmark,TM06-M005-03,TM06-M020-02,TM06-M050-02
717,330,NIN-3.0-T-C-PE-NA-MB-TM06-02,TM06-02,TM06-02 Mellomsuksesjonsstadium som ikke har opphav i skogsmark,TM06-M005-02,TM06-M020-02,TM06-M050-02
718,330,NIN-3.0-T-C-PE-NA-MB-TM06-01,TM06-01,TM06-01 Sterkt endret skogsmark etter fysisk-kjemisk markinngrep,TM06-M005-01,TM06-M020-01,TM06-M050-01
719,331,NIN-3.0-T-C-PE-NA-MB-TE07-01,TE07-01,TE07-01 Ferskvannsdriftvoll,TE07-M005-01,TE07-M020-01,TE07-M050-01
720,332,NIN-3.0-T-C-PE-NA-MB-TM05-02,TM05-02,TM05-02 Ny løs fastmark på drenert nedbørsmyr,TM05-M005-02,TM05-M020-01,TM05-M050-01
721,332,NIN-3.0-T-C-PE-NA-MB-TM05-01,TM05-01,TM05-01 Ny løs fastmark på drenert jordvannsmyr,TM05-M005-01,TM05-M020-01,TM05-M050-01
722,333,NIN-3.0-T-C-PE-NA-MB-TM04-02,TM04-02,TM04-02 Ny løs fastmark på tørrlagt elvebunn,TM04-M005-02,TM04-M020-02,TM04-M050-02
723,333,NIN-3.0-T-C-PE-NA-MB-TM04-01,TM04-01,TM04-01 Ny løs fastmark på tørrlagt innsjøbunn,TM04-M005-01,TM04-M020-01,TM04-M050-01
724,334,NIN-3.0-T-C-PE-NA-MB-TM03-08,TM03-08,"TM03-08 Sterkt endret fastmark av ikke-konsolidert løst, sterkt modifisert eller syntetisk substrat",TM03-M005-08,TM03-M020-06,TM03-M050-04
725,334,NIN-3.0-T-C-PE-NA-MB-TM03-07,TM03-07,"TM03-07 Sterkt endret fastmark av konsolidert løst, sterkt modifisert eller syntetisk substrat",TM03-M005-07,TM03-M020-05,TM03-M050-04
726,334,NIN-3.0-T-C-PE-NA-MB-TM03-06,TM03-06,TM03-06 Sterkt endret fastmark av fint organisk avfall,TM03-M005-06,TM03-M020-04,
727,334,NIN-3.0-T-C-PE-NA-MB-TM03-05,TM03-05,TM03-05 Sterkt endret fastmark av grovt organisk avfall,TM03-M005-05,,TM03-M050-02
728,334,NIN-3.0-T-C-PE-NA-MB-TM03-04,TM03-04,TM03-04 Sterkt endret fastmark av substrat preget av kjemisk påvirkning,TM03-M005-04,,TM03-M050-02
729,334,NIN-3.0-T-C-PE-NA-MB-TM03-03,TM03-03,TM03-03 Sterkt endret fastmark med dekke av sand og grus,TM03-M005-03,TM03-M020-02,TM03-M050-02
730,334,NIN-3.0-T-C-PE-NA-MB-TM03-02,TM03-02,TM03-02 Sterkt endret fastmark med dekke av leire og silt,TM03-M005-02,TM03-M020-02,TM03-M050-02
731,334,NIN-3.0-T-C-PE-NA-MB-TM03-01,TM03-01,TM03-01 Sterkt endret fastmark med dekke av jord eller blandet sediment,TM03-M005-01,TM03-M020-01,TM03-M050-01
732,335,NIN-3.0-T-C-PE-NA-MB-TM02-02,TM02-02,TM02-02 Ny hard fastmark på tørrlagt elvebunn,TM02-M005-02,TM02-M020-02,TM02-M050-02
