fid,hovedtyper_fkey,langkode,kode_id,navn
353,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-11,TG01-M005-11,TG01-M005-11 Rabbepreget sterkt kalkrik stedegen stein- og blokkmark
354,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-10,TG01-M005-10,TG01-M005-10 Rabbepreget kalkfattig til svakt kalkrik stedegen stein- og blokkmark
355,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-09,TG01-M005-09,TG01-M005-09 Udifferensiert stedegen stein- og blokkmark
356,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-08,TG01-M005-08,TG01-M005-08 Snøleiepregede sterkt kalkrike stedegne grus-løsmasser
357,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-07,TG01-M005-07,TG01-M005-07 Snøleiepregede kalkfattige til svakt kalkrike stedegne grus-løsmasser
358,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-06,TG01-M005-06,"TG01-M005-06 Fjellhei-, leside- eller grasmarkspregede sterkt kalkrike stedegne grus-løsmasser"
359,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-05,TG01-M005-05,"TG01-M005-05 Fjellhei-, leside- eller grasmarkspregede intermediære til svakt kalkrike stedegne grus-løsmasser"
360,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-04,TG01-M005-04,"TG01-M005-04 Fjellhei-, leside- eller grasmarkspregede kalkfattige stedegne grus-løsmasser"
361,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-03,TG01-M005-03,TG01-M005-03 Rabbepregede sterkt kalkrike stedegne grus-løsmasser
362,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-02,TG01-M005-02,TG01-M005-02 Rabbepregede kalkfattige til svakt kalkrike stedegne grus-løsmasser
363,357,NiN-3.0-T-C-PE-NA-MB-TG01-M005-01,TG01-M005-01,TG01-M005-01 Udifferensierte stedegne grus-løsmasser
364,358,NiN-3.0-T-C-PE-NA-MB-TF02-M005-03,TF02-M005-03,TF02-M005-03 Kildevannspåvirket flomskogsmark på finmateriale
365,358,NiN-3.0-T-C-PE-NA-MB-TF02-M005-06,TF02-M005-06,TF02-M005-06 Brakkvanns-flomskogsmark
366,358,NiN-3.0-T-C-PE-NA-MB-TF02-M005-05,TF02-M005-05,TF02-M005-05 Noe eksponert flomskogsmark på grus og stein
367,358,NiN-3.0-T-C-PE-NA-MB-TF02-M005-04,TF02-M005-04,TF02-M005-04 Beskyttet flomskogsmark på grus og stein
368,358,NiN-3.0-T-C-PE-NA-MB-TF02-M005-02,TF02-M005-02,TF02-M005-02 Noe eksponert flomskogsmark på finmateriale
369,358,NiN-3.0-T-C-PE-NA-MB-TF02-M005-01,TF02-M005-01,TF02-M005-01 Beskyttet flomskogsmark på finmateriale
370,359,NiN-3.0-T-C-PE-NA-MB-TF01-M005-02,TF01-M005-02,TF01-M005-02 Dyneskogsmark
371,359,NiN-3.0-T-C-PE-NA-MB-TF01-M005-01,TF01-M005-01,TF01-M005-01 Sandskogsmark
372,360,NiN-3.0-T-C-PE-NA-MB-TE09-M005-03,TE09-M005-03,TE09-M005-03 Klart kalkrik isinnfrysingsmark
373,360,NiN-3.0-T-C-PE-NA-MB-TE09-M005-02,TE09-M005-02,TE09-M005-02 Intermediær til litt kalkrik isinnfrysingsmark
374,360,NiN-3.0-T-C-PE-NA-MB-TE09-M005-01,TE09-M005-01,TE09-M005-01 Kalkfattig isinnfrysingsmark
375,361,NiN-3.0-T-C-PE-NA-MB-TE08-M005-04,TE08-M005-04,TE08-M005-04 Klart kalkrik flommarkseng med kildevannspåvirkning
376,361,NiN-3.0-T-C-PE-NA-MB-TE08-M005-03,TE08-M005-03,TE08-M005-03 Intermediær til litt kalkrik flommarkseng med kildevannspåvirkning
377,361,NiN-3.0-T-C-PE-NA-MB-TE08-M005-02,TE08-M005-02,TE08-M005-02 Klart kalkrik flommarkseng
378,361,NiN-3.0-T-C-PE-NA-MB-TE08-M005-01,TE08-M005-01,TE08-M005-01 Intermediær til litt kalkrik flommarkseng
379,362,NiN-3.0-T-C-PE-NA-MB-TE07-M005-01,TE07-M005-01,TE07-M005-01 Ferskvannsdriftvoll
380,363,NiN-3.0-T-C-PE-NA-MB-TE06-M005-02,TE06-M005-02,TE06-M005-02 Svært til ekstremt eksponert marin driftvoll
381,363,NiN-3.0-T-C-PE-NA-MB-TE06-M005-03,TE06-M005-03,TE06-M005-03 Brakkvannsdriftvoll
382,363,NiN-3.0-T-C-PE-NA-MB-TE06-M005-01,TE06-M005-01,TE06-M005-01 Beskyttet til litt eksponert marin driftvoll
383,364,NiN-3.0-T-C-PE-NA-MB-TE05-M005-03,TE05-M005-03,TE05-M005-03 Sterkt kalkrik oppfrysingsmark
384,364,NiN-3.0-T-C-PE-NA-MB-TE05-M005-02,TE05-M005-02,TE05-M005-02 Intermediær til litt kalkrik oppfrysingsmark
385,364,NiN-3.0-T-C-PE-NA-MB-TE05-M005-01,TE05-M005-01,TE05-M005-01 Kalkfattig oppfrysingsmark
386,365,NiN-3.0-T-C-PE-NA-MB-TE04-M005-01,TE04-M005-01,TE04-M005-01 Langvarig oversvømt flommark
387,366,NiN-3.0-T-C-PE-NA-MB-TE03-M005-03,TE03-M005-03,TE03-M005-03 Intermediær til litt kalkrik åpen stein- og blokk-flomfastmark
388,366,NiN-3.0-T-C-PE-NA-MB-TE03-M005-04,TE03-M005-04,TE03-M005-04 Sterkt kalkrik åpen stein- og blokk-flomfastmark
389,366,NiN-3.0-T-C-PE-NA-MB-TE03-M005-02,TE03-M005-02,TE03-M005-02 Intermediær til sterkt kalkrik åpen sand- og grus-flomfastmark
390,366,NiN-3.0-T-C-PE-NA-MB-TE03-M005-01,TE03-M005-01,TE03-M005-01 Intermediær til sterkt kalkrik åpen leire- og silt-flomfastmark
391,367,NiN-3.0-T-C-PE-NA-MB-TE02-M005-03,TE02-M005-03,TE02-M005-03 Grusskred
392,367,NiN-3.0-T-C-PE-NA-MB-TE02-M005-02,TE02-M005-02,TE02-M005-02 Sandskred
393,367,NiN-3.0-T-C-PE-NA-MB-TE02-M005-01,TE02-M005-01,TE02-M005-01 Leir- og siltskred
394,368,NiN-3.0-T-C-PE-NA-MB-TE01-M005-04,TE01-M005-04,TE01-M005-04 Primær og hvit innlandsdyne
395,368,NiN-3.0-T-C-PE-NA-MB-TE01-M005-06,TE01-M005-06,TE01-M005-06 Dynetrau
396,368,NiN-3.0-T-C-PE-NA-MB-TE01-M005-05,TE01-M005-05,TE01-M005-05 Grå og brun innlandsdyne
397,368,NiN-3.0-T-C-PE-NA-MB-TE01-M005-03,TE01-M005-03,TE01-M005-03 Brun dyne
398,368,NiN-3.0-T-C-PE-NA-MB-TE01-M005-02,TE01-M005-02,TE01-M005-02 Grå dyne
399,368,NiN-3.0-T-C-PE-NA-MB-TE01-M005-01,TE01-M005-01,TE01-M005-01 Embryonal- primær- og hvit dyne
400,369,NiN-3.0-T-C-PE-NA-MB-TD06-M005-03,TD06-M005-03,TD06-M005-03 Klart kalkrik rabbe
401,369,NiN-3.0-T-C-PE-NA-MB-TD06-M005-04,TD06-M005-04,TD06-M005-04 Saltanriket ekstremrik rabbe
402,369,NiN-3.0-T-C-PE-NA-MB-TD06-M005-02,TD06-M005-02,TD06-M005-02 Intermediær til litt kalkrik rabbe
403,369,NiN-3.0-T-C-PE-NA-MB-TD06-M005-01,TD06-M005-01,TD06-M005-01 Kalkfattig rabbe
404,370,NiN-3.0-T-C-PE-NA-MB-TD05-M005-02,TD05-M005-02,TD05-M005-02 Klart kalkrik naturlig beitebetinget eng
405,370,NiN-3.0-T-C-PE-NA-MB-TD05-M005-01,TD05-M005-01,TD05-M005-01 Sterkt intermediær til litt kalkrik naturlig beitebetinget eng
406,371,NiN-3.0-T-C-PE-NA-MB-TD04-M005-05,TD04-M005-05,TD04-M005-05 Fosse-eng med fosseregnpreg
407,371,NiN-3.0-T-C-PE-NA-MB-TD04-M005-04,TD04-M005-04,TD04-M005-04 Klart kalkrik fosse-eng med fosseyrpreg
408,371,NiN-3.0-T-C-PE-NA-MB-TD04-M005-03,TD04-M005-03,TD04-M005-03 Intermediær til litt kalkrik fosse-eng med fosseyrpreg
409,371,NiN-3.0-T-C-PE-NA-MB-TD04-M005-02,TD04-M005-02,TD04-M005-02 Klart kalkrik fosse-eng med fossestøv og -tåkepreg
410,371,NiN-3.0-T-C-PE-NA-MB-TD04-M005-01,TD04-M005-01,TD04-M005-01 Intermediær til litt kalkrik fosse-eng med fossestøv og -tåkepreg
411,372,NiN-3.0-T-C-PE-NA-MB-TD03-M005-05,TD03-M005-05,TD03-M005-05 Klart kalkrik kildevannspåvirket rasmarkeng og -hei
412,372,NiN-3.0-T-C-PE-NA-MB-TD03-M005-03,TD03-M005-03,TD03-M005-03 Klart kalkrik rasmarkeng og -hei
413,372,NiN-3.0-T-C-PE-NA-MB-TD03-M005-06,TD03-M005-06,TD03-M005-06 Rasmarkeng og -hei med svært sterkt raspreg
414,372,NiN-3.0-T-C-PE-NA-MB-TD03-M005-04,TD03-M005-04,TD03-M005-04 Intermediær til litt kalkrik kildevannspåvirket rasmarkeng og -hei
415,372,NiN-3.0-T-C-PE-NA-MB-TD03-M005-02,TD03-M005-02,TD03-M005-02 Intermediær til litt kalkrik rasmarkeng og -hei
416,372,NiN-3.0-T-C-PE-NA-MB-TD03-M005-01,TD03-M005-01,TD03-M005-01 Kalkfattig rasmarkeng og -hei
417,373,NiN-3.0-T-C-PE-NA-MB-TD02-M005-02,TD02-M005-02,TD02-M005-02 Sterkt til disruptivt utsatt flomskredmark
418,373,NiN-3.0-T-C-PE-NA-MB-TD02-M005-01,TD02-M005-01,TD02-M005-01 Noe utsatt flomskredmark
419,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-11,TD01-M005-11,TD01-M005-11 Intermediær til litt kalkrik storblokket tørke-eksponert rasmark
420,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-12,TD01-M005-12,TD01-M005-12 Sterkt kalkrik storblokket tørke-eksponert rasmark
421,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-06,TD01-M005-06,TD01-M005-06 Sterkt kalkrik stein- og blokk-rasmark
422,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-10,TD01-M005-10,TD01-M005-10 Kalkfattig storblokket tørke-eksponert rasmark
423,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-09,TD01-M005-09,TD01-M005-09 Sterkt kalkrik storblokket bakli-rasmark
424,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-08,TD01-M005-08,TD01-M005-08 Intermediær til litt kalkrik storblokket bakli-rasmark
425,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-07,TD01-M005-07,TD01-M005-07 Kalkfattig storblokket bakli-rasmark
426,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-05,TD01-M005-05,TD01-M005-05 Intermediær til litt kalkrik stein- og blokk-rasmark
427,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-04,TD01-M005-04,TD01-M005-04 Kalkfattig stein- og blokk-rasmark
428,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-03,TD01-M005-03,TD01-M005-03 Sterkt kalkrik sand- og grus-rasmark
429,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-02,TD01-M005-02,TD01-M005-02 Intermediær til litt kalkrik sand- og grus-rasmark
430,374,NiN-3.0-T-C-PE-NA-MB-TD01-M005-01,TD01-M005-01,TD01-M005-01 Kalkfattig sand- og grus-rasmark
431,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-09,TC08-M005-09,TC08-M005-09 Vegetasjonsfritt snøleie
432,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-05,TC08-M005-05,TC08-M005-05 Intermediært til litt kalkrikt seint snøleie
433,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-08,TC08-M005-08,TC08-M005-08 Sterkt kalkrikt ekstrem-snøleie
434,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-07,TC08-M005-07,TC08-M005-07 Fattig til litt kalkrikt ekstrem-snøleie
435,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-06,TC08-M005-06,TC08-M005-06 Sterkt kalkrikt seint snøleie
436,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-04,TC08-M005-04,TC08-M005-04 Kalkfattig seint snøleie
437,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-03,TC08-M005-03,TC08-M005-03 Sterkt kalkrikt moderat snøleie
438,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-02,TC08-M005-02,TC08-M005-02 Intermediært til litt kalkrikt moderat snøleie
439,375,NiN-3.0-T-C-PE-NA-MB-TC08-M005-01,TC08-M005-01,TC08-M005-01 Kalkfattig moderat snøleie
440,376,NiN-3.0-T-C-PE-NA-MB-TC07-M005-01,TC07-M005-01,TC07-M005-01 Fugletopp
441,377,NiN-3.0-T-C-PE-NA-MB-TC06-M005-02,TC06-M005-02,TC06-M005-02 Sterkt naturlig til overgjødslet fuglefjell-eng
442,377,NiN-3.0-T-C-PE-NA-MB-TC06-M005-03,TC06-M005-03,TC06-M005-03 Høgstaude-fuglefjelleng
443,377,NiN-3.0-T-C-PE-NA-MB-TC06-M005-01,TC06-M005-01,TC06-M005-01 Klart naturlig gjødslingspreget fuglefjell-eng
444,378,NiN-3.0-T-C-PE-NA-MB-TC05-M005-02,TC05-M005-02,TC05-M005-02 Strandeng i øverste landstrandbelte til bølgebeltet
445,378,NiN-3.0-T-C-PE-NA-MB-TC05-M005-03,TC05-M005-03,TC05-M005-03 Brakkvanns-strandeng
446,378,NiN-3.0-T-C-PE-NA-MB-TC05-M005-01,TC05-M005-01,TC05-M005-01 Strandeng i nederste- til midtre landstrandbelte
447,379,NiN-3.0-T-C-PE-NA-MB-TC04-M005-01,TC04-M005-01,TC04-M005-01 Saltanrikningsmark
448,380,NiN-3.0-T-C-PE-NA-MB-TC03-M005-04,TC03-M005-04,TC03-M005-04 Stein- til blokkstrand i geo- til supralittoral
449,380,NiN-3.0-T-C-PE-NA-MB-TC03-M005-06,TC03-M005-06,TC03-M005-06 Skjellsand- og ruglbunn-strand
450,380,NiN-3.0-T-C-PE-NA-MB-TC03-M005-05,TC03-M005-05,TC03-M005-05 Storblokket strand i geo- til supralittoral
451,380,NiN-3.0-T-C-PE-NA-MB-TC03-M005-03,TC03-M005-03,TC03-M005-03 Sand- til grus-strand i geo-til supralittoral
452,380,NiN-3.0-T-C-PE-NA-MB-TC03-M005-02,TC03-M005-02,TC03-M005-02 Siltstrand i geolittoral
453,380,NiN-3.0-T-C-PE-NA-MB-TC03-M005-01,TC03-M005-01,TC03-M005-01 Leirestrand i geolittoral
454,381,NiN-3.0-T-C-PE-NA-MB-TC02-M005-07,TC02-M005-07,TC02-M005-07 Uttørkingseksponert intermediært og litt kalkrikt overheng
455,381,NiN-3.0-T-C-PE-NA-MB-TC02-M005-06,TC02-M005-06,TC02-M005-06 Uttørkingseksponert kalkfattig overheng
456,381,NiN-3.0-T-C-PE-NA-MB-TC02-M005-05,TC02-M005-05,TC02-M005-05 Kalkgrotte
457,381,NiN-3.0-T-C-PE-NA-MB-TC02-M005-08,TC02-M005-08,TC02-M005-08 Uttørkingseksponert sterkt kalkrikt overheng
458,381,NiN-3.0-T-C-PE-NA-MB-TC02-M005-04,TC02-M005-04,TC02-M005-04 Kalkfattig til litt kalkrik grotte
459,381,NiN-3.0-T-C-PE-NA-MB-TC02-M005-03,TC02-M005-03,TC02-M005-03 Knapt uttørkingseksponert sterkt kalkrikt overheng
460,381,NiN-3.0-T-C-PE-NA-MB-TC02-M005-02,TC02-M005-02,TC02-M005-02 Knapt uttørkingseksponert intermediært og litt kalkrikt overheng
461,381,NiN-3.0-T-C-PE-NA-MB-TC02-M005-01,TC02-M005-01,TC02-M005-01 Knapt uttørkingseksponert kalkfattig overheng
462,382,NiN-3.0-T-C-PE-NA-MB-TC01-M005-02,TC01-M005-02,TC01-M005-02 Sterkt kalkrikt strandberg
463,382,NiN-3.0-T-C-PE-NA-MB-TC01-M005-03,TC01-M005-03,TC01-M005-03 Temmelig til ekstremt eksponert strandberg
464,382,NiN-3.0-T-C-PE-NA-MB-TC01-M005-01,TC01-M005-01,TC01-M005-01 Kalkfattig til litt kalkrikt beskyttet til litt eksponert strandberg
465,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-07,TB01-M005-07,TB01-M005-07 Lyngskog
466,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-18,TB01-M005-18,TB01-M005-18 Kalkrik lyngfuktskog
467,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-17,TB01-M005-17,TB01-M005-17 Intermediær lyngfuktskog
468,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-16,TB01-M005-16,TB01-M005-16 Lyngfuktskog
469,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-15,TB01-M005-15,TB01-M005-15 Høgstaudeskog
470,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-14,TB01-M005-14,TB01-M005-14 Storbregneskog
471,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-13,TB01-M005-13,TB01-M005-13 Blåbærfuktskog
472,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-12,TB01-M005-12,TB01-M005-12 Kalk-lavskog
473,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-11,TB01-M005-11,TB01-M005-11 Lav-lågurtskog
474,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-10,TB01-M005-10,TB01-M005-10 Lavskog
475,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-09,TB01-M005-09,TB01-M005-09 Kalk-lyngskog
476,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-08,TB01-M005-08,TB01-M005-08 Lyng-lågurtskog
477,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-06,TB01-M005-06,TB01-M005-06 Kalk-bærlyngskog
478,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-05,TB01-M005-05,TB01-M005-05 Bærlyng-lågurtskog
479,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-04,TB01-M005-04,TB01-M005-04 Bærlyngskog
480,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-03,TB01-M005-03,TB01-M005-03 Frisk kalkskog
481,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-02,TB01-M005-02,TB01-M005-02 Lågurtskog
482,383,NiN-3.0-T-C-PE-NA-MB-TB01-M005-01,TB01-M005-01,TB01-M005-01 Blåbærskog
483,384,NiN-3.0-T-C-PE-NA-MB-TA04-M005-03,TA04-M005-03,TA04-M005-03 Temmelig til ekstremt kalkrik arktisk-alpin grasmark
484,384,NiN-3.0-T-C-PE-NA-MB-TA04-M005-02,TA04-M005-02,TA04-M005-02 Intermediær til litt kalkrik arktisk-alpin grasmark
485,384,NiN-3.0-T-C-PE-NA-MB-TA04-M005-01,TA04-M005-01,TA04-M005-01 Kalkfattig arktisk-alpin grasmark
486,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-16,TA03-M005-16,TA03-M005-16 Kalkrik fjell-fukteng
487,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-13,TA03-M005-13,TA03-M005-13 Høgstaude-fjelleng
488,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-15,TA03-M005-15,TA03-M005-15 Intermediær til svakt kalkfattig fjell-fukthei
489,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-14,TA03-M005-14,TA03-M005-14 Kalkfattig fjell-fukthei
490,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-07,TA03-M005-07,TA03-M005-07 Saltanriket ekstremrik fjell-lynghei
491,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-12,TA03-M005-12,TA03-M005-12 Storbregne-fjelleng
492,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-11,TA03-M005-11,TA03-M005-11 Saltanriket ekstremrik fjell-lavhei
493,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-10,TA03-M005-10,TA03-M005-10 Temmelig til ekstremt kalkrik fjell-lavhei
494,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-09,TA03-M005-09,TA03-M005-09 Intermediær til litt kalkrik fjell-lavhei
495,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-08,TA03-M005-08,TA03-M005-08 Kalkfattig fjell-lavhei
496,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-06,TA03-M005-06,TA03-M005-06 Temmelig til ekstremt kalkrik fjell-lynghei
497,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-05,TA03-M005-05,TA03-M005-05 Intermediær til litt kalkrik fjell-lynghei
498,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-04,TA03-M005-04,TA03-M005-04 Kalkfattig fjell-lynghei
499,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-03,TA03-M005-03,TA03-M005-03 Temmelig til ekstremt kalkrik leside
500,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-02,TA03-M005-02,TA03-M005-02 Intermediær til litt kalkrik leside
501,385,NiN-3.0-T-C-PE-NA-MB-TA03-M005-01,TA03-M005-01,TA03-M005-01 Kalkfattig leside
502,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-09,TA02-M005-09,TA02-M005-09 Temmelig til ekstremt kalkrik grunnlendt åpen fukt-lyngmark
503,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-08,TA02-M005-08,TA02-M005-08 Intermediær til litt kalkrik grunnlendt åpen fukt-lyngmark
504,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-07,TA02-M005-07,TA02-M005-07 Kalkfattig grunnlendt åpen fukt-lyngmark
505,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-06,TA02-M005-06,TA02-M005-06 Temmelig til ekstremt kalkrik åpen grunnlendt lavmark
506,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-05,TA02-M005-05,TA02-M005-05 Intermediær til litt kalkrik åpen grunnlendt lavmark
507,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-04,TA02-M005-04,TA02-M005-04 Kalkfattig åpen grunnlendt lavmark
508,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-03,TA02-M005-03,TA02-M005-03 Temmelig til ekstremt kalkrik åpen grunnlendt lyngmark
509,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-02,TA02-M005-02,TA02-M005-02 Intermediær til litt kalkrik åpen grunnlendt lyngmark
510,386,NiN-3.0-T-C-PE-NA-MB-TA02-M005-01,TA02-M005-01,TA02-M005-01 Kalkfattig åpen grunnlendt lyngmark
511,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-23,TA01-M005-23,TA01-M005-23 Fuglestein og fugleberg
512,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-22,TA01-M005-22,TA01-M005-22 Kalkrikt snøleieberg
513,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-21,TA01-M005-21,TA01-M005-21 Kalkfattig snøleieberg
514,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-20,TA01-M005-20,TA01-M005-20 Svært uttørkingseksponert ekstremt kalkrikt nakent berg
515,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-19,TA01-M005-19,TA01-M005-19 Nokså uttørkingseksponert ekstremt kalkrikt nakent berg
516,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-18,TA01-M005-18,TA01-M005-18 Nokså lite uttørkingseksponert ekstremt kalkrikt nakent berg
517,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-17,TA01-M005-17,TA01-M005-17 Svært lite uttørkingseksponert ekstremt kalkrikt nakent berg
518,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-15,TA01-M005-15,TA01-M005-15 Nokså uttørkingseksponert klart kalkrikt nakent berg
519,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-14,TA01-M005-14,TA01-M005-14 Nokså lite uttørkingseksponert klart kalkrikt nakent berg
520,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-13,TA01-M005-13,TA01-M005-13 Svært lite uttørkingseksponert klart kalkrikt nakent berg
521,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-12,TA01-M005-12,TA01-M005-12 Svært uttørkingseksponert noe kalkrikt nakent berg
522,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-11,TA01-M005-11,TA01-M005-11 Nokså uttørkingseksponert noe kalkrikt nakent berg
523,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-10,TA01-M005-10,TA01-M005-10 Nokså lite uttørkingseksponert noe kalkrikt nakent berg
524,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-09,TA01-M005-09,TA01-M005-09 Svært lite uttørkingseksponert noe kalkrikt nakent berg
525,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-16,TA01-M005-16,TA01-M005-16 Svært uttørkingseksponert klart kalkrikt nakent berg
526,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-08,TA01-M005-08,TA01-M005-08 Svært uttørkingseksponert noe kalkfattig nakent berg
527,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-07,TA01-M005-07,TA01-M005-07 Nokså uttørkingseksponert noe kalkfattig nakent berg
528,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-06,TA01-M005-06,TA01-M005-06 Nokså lite uttørkingseksponert noe kalkfattig nakent berg
529,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-05,TA01-M005-05,TA01-M005-05 Svært lite uttørkingseksponert noe kalkfattig nakent berg
530,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-04,TA01-M005-04,TA01-M005-04 Svært uttørkingseksponert svært kalkfattig nakent berg
531,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-03,TA01-M005-03,TA01-M005-03 Nokså uttørkingseksponert svært kalkfattig nakent berg
532,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-02,TA01-M005-02,TA01-M005-02 Nokså lite uttørkingseksponert svært kalkfattig nakent berg
533,387,NiN-3.0-T-C-PE-NA-MB-TA01-M005-01,TA01-M005-01,TA01-M005-01 Svært lite uttørkingseksponert svært kalkfattig nakent berg
534,388,NiN-3.0-T-C-PE-NA-MB-OM02-M005-02,OM02-M005-02,OM02-M005-02 Kronisk forsuret elvebunn
535,388,NiN-3.0-T-C-PE-NA-MB-OM02-M005-01,OM02-M005-01,OM02-M005-01 Kronisk kjemisk påvirket elvebunn
536,389,NiN-3.0-T-C-PE-NA-MB-OM01-M005-03,OM01-M005-03,OM01-M005-03 Turbid minstevannførings-strekning i elv
537,389,NiN-3.0-T-C-PE-NA-MB-OM01-M005-02,OM01-M005-02,OM01-M005-02 Kalkrik kronisk fysisk forstyrret elvebunn
538,389,NiN-3.0-T-C-PE-NA-MB-OM01-M005-01,OM01-M005-01,OM01-M005-01 Kalkfattig kronisk fysisk forstyrret elvebunn
539,390,NiN-3.0-T-C-PE-NA-MB-OG01-M005-01,OG01-M005-01,OG01-M005-01 Ny elvebunn
540,391,NiN-3.0-T-C-PE-NA-MB-OC03-M005-02,OC03-M005-02,OC03-M005-02 Kalkrik dy- og gytjebunn i elv
541,391,NiN-3.0-T-C-PE-NA-MB-OC03-M005-01,OC03-M005-01,OC03-M005-01 Kalkfattig dy- og gytjebunn i elv
542,392,NiN-3.0-T-C-PE-NA-MB-OC02-M005-02,OC02-M005-02,OC02-M005-02 Stein- til storblokket bunn i varm ferskvannskilde
543,392,NiN-3.0-T-C-PE-NA-MB-OC02-M005-03,OC02-M005-03,OC02-M005-03 Svovelpåvirket bunn i varm ferskvannskilde
